"activityLabel","chebiID"
"Falcarindiol","CHEBI_69236"
"Ethyl (E,Z)-decadienoate","CHEBI_4896"
"cis-Jasmone;3-Methyl-2-(2-pentenyl)-2-cyclopenten-1-one;(Z)-Jasmone;cis-Jasmone;Jasmone","CHEBI_6084"
"(Z)-Jasmone","CHEBI_6084"
"3-Methyl-2-(2-pentenyl)-2-cyclopenten-1-one","CHEBI_6084"
"Jasmone","CHEBI_6084"
"cis-Jasmone","CHEBI_6084"
"Putaminoxin","CHEBI_8648"
"L-Alanine","CHEBI_16977"
"L-alpha-Amino-gamma-oxalylaminopropionic acid","CHEBI_16399"
"L-beta-Cyanoalanine","CHEBI_16934"
"L-Dopa","CHEBI_15765"
"L-Lysine","CHEBI_18019"
"L-Methionine;Methionine","CHEBI_16643"
"L-Methionine","CHEBI_16643"
"Methionine","CHEBI_16643"
"L-Ephedrine;Ephedrine;1(R),2(S)-erythro-(-)-Ephedrine","CHEBI_15407"
"1(R),2(S)-erythro-(-)-Ephedrine","CHEBI_15407"
"Ephedrine","CHEBI_15407"
"L-Ephedrine","CHEBI_15407"
"Anthemis glycoside B","CHEBI_2748"
"Gynocardin","CHEBI_5578"
"Volkenin;(1R,4R)-Volkenin","CHEBI_10018"
"(1R,4R)-Volkenin","CHEBI_10018"
"Volkenin","CHEBI_10018"
"Glucoerysolin;4-(Methylsulfonyl)butyl glucosinolate","CHEBI_5405"
"4-(Methylsulfonyl)butyl glucosinolate","CHEBI_5405"
"Glucoerysolin","CHEBI_5405"
"Sinigrin;2-Phenylethyl glucosinolate;Allyl glucosinolate","CHEBI_79317"
"2-Phenylethyl glucosinolate","CHEBI_79317"
"Allyl glucosinolate","CHEBI_79317"
"Sinigrin","CHEBI_79317"
"Adenine","CHEBI_16708"
"Uracil","CHEBI_17568"
"Caribine","CHEBI_3417"
"Betalamic acid","CHEBI_27483"
"Betanidin","CHEBI_3079"
"Vulgaxanthin-II","CHEBI_10026"
"14-Acetylbrowniine;Browniine 14-O-acetate;Browniine 14-acetate","CHEBI_2414"
"14-Acetylbrowniine","CHEBI_2414"
"Browniine 14-O-acetate","CHEBI_2414"
"Browniine 14-acetate","CHEBI_2414"
"Cashmiradelphine","CHEBI_3450"
"Condelphine;Kondelfin","CHEBI_3852"
"Condelphine","CHEBI_3852"
"Kondelfin","CHEBI_3852"
"Indaconitine","CHEBI_5890"
"Mesaconitine","CHEBI_6773"
"Ovatine","CHEBI_7807"
"Pseudaconitine","CHEBI_8601"
"Bullatine G;Napellonin;Napellonine;Songorin","CHEBI_9196"
"Bullatine G","CHEBI_9196"
"Napellonin","CHEBI_9196"
"Napellonine","CHEBI_9196"
"Songorin","CHEBI_9196"
"(+)-Ajmaline;Ajmalin;Cardiorythmine;Gilurytmal;Ignazin;Merabitol;Raugalline;Rauwolfin;Rauwolfine;Rhytmaton;Ritmos;Rytmalin;Siddiqui;Tachmalin;Takycor","CHEBI_28462"
"(+)-Ajmaline","CHEBI_28462"
"Ajmalin","CHEBI_28462"
"Cardiorythmine","CHEBI_28462"
"Gilurytmal","CHEBI_28462"
"Ignazin","CHEBI_28462"
"Merabitol","CHEBI_28462"
"Raugalline","CHEBI_28462"
"Rauwolfin","CHEBI_28462"
"Rauwolfine","CHEBI_28462"
"Rhytmaton","CHEBI_28462"
"Ritmos","CHEBI_28462"
"Rytmalin","CHEBI_28462"
"Siddiqui","CHEBI_28462"
"Tachmalin","CHEBI_28462"
"Takycor","CHEBI_28462"
"Amataine","CHEBI_2625"
"Calebassine","CHEBI_3318"
"Eseramine","CHEBI_4854"
"Gabunamine","CHEBI_5238"
"Harmine","CHEBI_28121"
"Ibogamine","CHEBI_5853"
"Psychotridine","CHEBI_8621"
"Tabernamine","CHEBI_9385"
"Berbamine;(+)-Berbamine;d-Berbamine","CHEBI_3063"
"(+)-Berbamine","CHEBI_3063"
"Berbamine","CHEBI_3063"
"d-Berbamine","CHEBI_3063"
"Capaurine;(-)-Capaurine;l-Capaurine","CHEBI_3366"
"(-)-Capaurine","CHEBI_3366"
"Capaurine","CHEBI_3366"
"l-Capaurine","CHEBI_3366"
"Cephaeline","CHEBI_3533"
"Corpaine;(-)-Corpaine","CHEBI_3889"
"(-)-Corpaine","CHEBI_3889"
"Corpaine","CHEBI_3889"
"Dauricine","CHEBI_4331"
"Emetamine","CHEBI_4780"
"Fagaronine","CHEBI_28954"
"Magnoflorine;(+)-Magnoflorine;Escholin;Escholine;Thalictrin;Thalictrine","CHEBI_6641"
"(+)-Magnoflorine","CHEBI_6641"
"Escholin","CHEBI_6641"
"Escholine","CHEBI_6641"
"Magnoflorine","CHEBI_6641"
"Thalictrin","CHEBI_6641"
"Thalictrine","CHEBI_6641"
"(+)-Mecambroline","CHEBI_30"
"Narceine","CHEBI_7480"
"(+)-Reticuline;Reticuline","CHEBI_16718"
"(+)-Reticuline","CHEBI_16718"
"Reticuline","CHEBI_16718"
"(-)-Salsoline;Salsoline;(-)-O7-Methylsalsolinol","CHEBI_112"
"(-)-O7-Methylsalsolinol","CHEBI_112"
"(-)-Salsoline","CHEBI_112"
"Salsoline","CHEBI_112"
"(-)-Salsolinol;Salsolinol","CHEBI_113"
"(-)-Salsolinol","CHEBI_113"
"Salsolinol","CHEBI_113"
"Thalicarpine;(+)-Thalicarpine","CHEBI_9509"
"(+)-Thalicarpine","CHEBI_9509"
"Thalicarpine","CHEBI_9509"
"Huperzine B","CHEBI_5770"
"Lycofawcine","CHEBI_6592"
"Lycopodine","CHEBI_6597"
"Deoxynupharidine","CHEBI_4427"
"Wilfordin","CHEBI_10039"
"Alexine","CHEBI_2568"
"(-)-Anaferine","CHEBI_2702"
"(-)-Anaferine","CHEBI_75"
"(+)-Coniine","CHEBI_28322"
"Cucurbitine","CHEBI_3954"
"(+)-Hygrine;Hygrine;D-(+)-Hygrine","CHEBI_46750"
"(+)-Hygrine;Hygrine;D-(+)-Hygrine","CHEBI_92"
"(+)-Hygrine","CHEBI_46750"
"(+)-Hygrine","CHEBI_92"
"D-(+)-Hygrine","CHEBI_46750"
"D-(+)-Hygrine","CHEBI_92"
"Hygrine","CHEBI_46750"
"Hygrine","CHEBI_92"
"Swainsonine;(-)-Swainsonine","CHEBI_9367"
"(-)-Swainsonine","CHEBI_9367"
"Swainsonine","CHEBI_9367"
"Echimidine","CHEBI_4744"
"Platyphylline","CHEBI_8264"
"Rosmarinine","CHEBI_8896"
"Acronycidine;5,7,8-Trimethoxydictamnine","CHEBI_2436"
"5,7,8-Trimethoxydictamnine","CHEBI_2436"
"Acronycidine","CHEBI_2436"
"Atalanine","CHEBI_2902"
"Febrifugine","CHEBI_4994"
"Galipine","CHEBI_5266"
"Lemobiline","CHEBI_6406"
"(-)-Cytisine;Cytisine","CHEBI_4055"
"(-)-Cytisine","CHEBI_4055"
"Cytisine","CHEBI_4055"
"5,6-Dehydrolupanine","CHEBI_1996"
"Protoveratrine A","CHEBI_8594"
"Tomatidine","CHEBI_9629"
"Anatoxin alpha","CHEBI_2706"
"Physoperuvine","CHEBI_8186"
"(-)-Cryptopleurine;Cryptopleurine","CHEBI_3932"
"(-)-Cryptopleurine","CHEBI_3932"
"Cryptopleurine","CHEBI_3932"
"Sporidesmin","CHEBI_9243"
"(-)-Tylocrebine","CHEBI_120"
"Tylophorine","CHEBI_9786"
"Zinnimidine","CHEBI_10116"
"Malvin;Malvidin 3,5-diglucoside;Malvidin diglucoside","CHEBI_75030"
"Malvidin 3,5-diglucoside","CHEBI_75030"
"Malvidin diglucoside","CHEBI_75030"
"Malvin","CHEBI_75030"
"Mulberrofuran A","CHEBI_7017"
"Capillarisin","CHEBI_3368"
"Drummondin A","CHEBI_4719"
"Lathodoratin","CHEBI_6385"
"5-O-Methylalloptaeroxylin","CHEBI_2108"
"Chartreusin","CHEBI_3580"
"Heliettin","CHEBI_5640"
"Isosamidin","CHEBI_6056"
"Osthol;Osthole","CHEBI_69832"
"Osthol","CHEBI_69832"
"Osthole","CHEBI_69832"
"Oxypeucedanin","CHEBI_69830"
"Pteryxin","CHEBI_8632"
"4,8,5'-Trimethylpsoralen","CHEBI_28329"
"Xanthyletin","CHEBI_10073"
"Betavulgarin;2'-Hydroxy-5-methoxy-6,7-methylenedioxyisoflavone","CHEBI_3081"
"2'-Hydroxy-5-methoxy-6,7-methylenedioxyisoflavone","CHEBI_3081"
"Betavulgarin","CHEBI_3081"
"Cristacarpin;Erythrabyssin I","CHEBI_3917"
"Cristacarpin","CHEBI_3917"
"Erythrabyssin I","CHEBI_3917"
"1,3,7-Trihydroxyxanthone;Genistein;Prunetol;Sophoricol;Genisteol;Differenol A;5,7,4'-Trihydroxyisoflavone","CHEBI_28088"
"1,3,7-Trihydroxyxanthone","CHEBI_28088"
"5,7,4'-Trihydroxyisoflavone","CHEBI_28088"
"Differenol A","CHEBI_28088"
"Genistein","CHEBI_28088"
"Genisteol","CHEBI_28088"
"Prunetol","CHEBI_28088"
"Sophoricol","CHEBI_28088"
"(-)-Glyceollin I","CHEBI_16470"
"Hispaglabridin A","CHEBI_5730"
"Homoferreirin","CHEBI_5754"
"(-)-Medicarpin;3-Hydroxy-9-methoxypterocarpan","CHEBI_100"
"(-)-Medicarpin","CHEBI_100"
"3-Hydroxy-9-methoxypterocarpan","CHEBI_100"
"Ononin;Formononetin 7-O-glucoside","CHEBI_7775"
"Formononetin 7-O-glucoside","CHEBI_7775"
"Ononin","CHEBI_7775"
"Pratensein;5,7,3'-Trihydroxy-4'-methoxyisoflavone","CHEBI_8359"
"5,7,3'-Trihydroxy-4'-methoxyisoflavone","CHEBI_8359"
"Pratensein","CHEBI_8359"
"Dehydrodieugenol","CHEBI_4361"
"Hinokiol;(+)-Hinokiol","CHEBI_5759"
"(+)-Hinokiol","CHEBI_5759"
"Hinokiol","CHEBI_5759"
"Kadsurin A;(+)-Kadsurin A","CHEBI_6098"
"(+)-Kadsurin A","CHEBI_6098"
"Kadsurin A","CHEBI_6098"
"Otobain","CHEBI_7803"
"Sesartemin","CHEBI_9128"
"Leiocarposide","CHEBI_6403"
"Vanillic acid;3-Methoxy-4-hydroxybenzoic acid","CHEBI_30816"
"3-Methoxy-4-hydroxybenzoic acid","CHEBI_30816"
"Vanillic acid","CHEBI_30816"
"2',6'-Dihydroxy-4'-hydroxyacetophenone","CHEBI_27769"
"Mallotophenone","CHEBI_6657"
"Multifidol","CHEBI_7020"
"1-Caffeoyl-4-deoxyquinic acid","CHEBI_613"
"Centrolobine","CHEBI_3532"
"Curcumin","CHEBI_3962"
"3'-Demethoxypiplartine","CHEBI_1336"
"Myricoside","CHEBI_7055"
"Phenetyl caffeate","CHEBI_8062"
"Labiatenic acid;Rosmarinic acid","CHEBI_50371"
"Labiatenic acid","CHEBI_50371"
"Rosmarinic acid","CHEBI_50371"
"Sinapaldehyde;Sinapic aldehyde","CHEBI_27949"
"Sinapaldehyde","CHEBI_27949"
"Sinapic aldehyde","CHEBI_27949"
"Sinapic acid","CHEBI_15714"
"1,3,4,5-Tetracaffeoylquinic acid","CHEBI_512"
"Bikaverin","CHEBI_3096"
"Digiferrugineol;Digiferruginol","CHEBI_4544"
"Digiferrugineol","CHEBI_4544"
"Digiferruginol","CHEBI_4544"
"Morindaparvin A","CHEBI_6999"
"Norobtusifolin","CHEBI_7635"
"Physcion 8-glucoside","CHEBI_8185"
"Pseudopurpurin","CHEBI_8608"
"Tricrozarin A","CHEBI_9697"
"Batatasin IV;2',3-Dihydroxy-5-methoxybibenzyl","CHEBI_2997"
"2',3-Dihydroxy-5-methoxybibenzyl","CHEBI_2997"
"Batatasin IV","CHEBI_2997"
"Coelogin","CHEBI_3806"
"Flavidin","CHEBI_5072"
"Alnusiin","CHEBI_2606"
"3,5-Di-galloyl-4-O-digalloylquinic acid","CHEBI_1394"
"Mallotusinic acid","CHEBI_6658"
"Athyriol","CHEBI_2908"
"Dehydrocycloguanandin","CHEBI_4360"
"Gentisin;1,7-Dihydroxy-3-methoxyanthone","CHEBI_5324"
"1,7-Dihydroxy-3-methoxyanthone","CHEBI_5324"
"Gentisin","CHEBI_5324"
"1-Isomangostin","CHEBI_636"
"Lancerin","CHEBI_6373"
"Norathyriol;1,3,6,7-Tetrahydroxyxanthoene","CHEBI_7622"
"1,3,6,7-Tetrahydroxyxanthoene","CHEBI_7622"
"Norathyriol","CHEBI_7622"
"Norswertianolin","CHEBI_7638"
"(+)-Altholactone;Altholactone;Goniothalenol","CHEBI_5522"
"(+)-Altholactone","CHEBI_5522"
"Altholactone","CHEBI_5522"
"Goniothalenol","CHEBI_5522"
"Heritonin","CHEBI_5676"
"Hypercalin B","CHEBI_5833"
"Karwinaphthol B","CHEBI_6114"
"Kawain","CHEBI_6117"
"Maclurin","CHEBI_6624"
"(+)-Orthosporin;Orthosporin","CHEBI_7795"
"(+)-Orthosporin","CHEBI_7795"
"Orthosporin","CHEBI_7795"
"Betuloside;Rhododendrin;(-)-Rhododendrin","CHEBI_8832"
"(-)-Rhododendrin","CHEBI_8832"
"Betuloside","CHEBI_8832"
"Rhododendrin","CHEBI_8832"
"Sarothralin","CHEBI_9035"
"2,4,8-Trihydroxy-1-tetralone","CHEBI_901"
"Cinerin I","CHEBI_3706"
"(Z)-Citral;beta-Citral;Neral;Citral Z","CHEBI_29020"
"(Z)-Citral","CHEBI_29020"
"Citral Z","CHEBI_29020"
"Neral","CHEBI_29020"
"beta-Citral","CHEBI_29020"
"alpha-Phellandrene","CHEBI_301"
"Amarogentin","CHEBI_2622"
"Asperuloside","CHEBI_2881"
"Catalpol","CHEBI_69797"
"Deoxyloganin","CHEBI_18370"
"Ipolamiide","CHEBI_5954"
"Capsidiol","CHEBI_28283"
"Michelenolide","CHEBI_6921"
"Isopimaric acid;isodextropimaric acid;miropinic acid","CHEBI_6039"
"Isopimaric acid","CHEBI_6039"
"isodextropimaric acid","CHEBI_6039"
"miropinic acid","CHEBI_6039"
"Kansuinine B","CHEBI_6111"
"Gracillin","CHEBI_5528"
"Ailanthone","CHEBI_2522"
"Limonin","CHEBI_16226"
"Chrysin;5,7-Dihydroxyflavone;5,7-Dihydroxy-2-phenyl-4H-1-benzopyran-4-one","CHEBI_75095"
"5,7-Dihydroxy-2-phenyl-4H-1-benzopyran-4-one","CHEBI_75095"
"5,7-Dihydroxyflavone","CHEBI_75095"
"Chrysin","CHEBI_75095"
"ThymoninMajoranin;Mucroflavone B;5,6,4'-Trihydroxy-7,8,3'-trimethoxyflavone;5,6-Dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-7,8-dimethoxy-4H-1-benzopyran-4-one","CHEBI_9582"
"5,6,4'-Trihydroxy-7,8,3'-trimethoxyflavone","CHEBI_9582"
"Mucroflavone B","CHEBI_9582"
"ThymoninMajoranin","CHEBI_9582"
"5,6-Dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-7,8-dimethoxy-4H-1-benzopyran-4-one","CHEBI_9582"
"Cinaroside","CHEBI_27994"
"Lonicerin;Luteolin 7-neohesperidoside","CHEBI_31788"
"Lonicerin","CHEBI_31788"
"Luteolin 7-neohesperidoside","CHEBI_31788"
"Kaempferol;Nimbecetin;Pelargidenolon;Rhamnolutein;3,5,7,4'-Tetrahydroxyflavone;5,7,4'-Trihydroxyflavonol;3,5,7-Trihydroxy-2-(4-hydroxyphenyl)-4H-1-benzopyran-4-one","CHEBI_28499"
"3,5,7,4'-Tetrahydroxyflavone","CHEBI_28499"
"5,7,4'-Trihydroxyflavonol","CHEBI_28499"
"Kaempferol","CHEBI_28499"
"Nimbecetin","CHEBI_28499"
"Pelargidenolon","CHEBI_28499"
"Rhamnolutein","CHEBI_28499"
"3,5,7-Trihydroxy-2-(4-hydroxyphenyl)-4H-1-benzopyran-4-one","CHEBI_28499"
"Pachypodol;5,4'-Dihydroxy-3,7,3'-trimethoxyflavone;Quercetin 3,3',7-trimethyl ether;5-Hydroxy-2-(4-hydroxy-3-methoxyphenyl)-3,7-dimethoxy-4H-1-benzopyran-4-one","CHEBI_70007"
"5,4'-Dihydroxy-3,7,3'-trimethoxyflavone","CHEBI_70007"
"Pachypodol","CHEBI_70007"
"Quercetin 3,3',7-trimethyl ether","CHEBI_70007"
"5-Hydroxy-2-(4-hydroxy-3-methoxyphenyl)-3,7-dimethoxy-4H-1-benzopyran-4-one","CHEBI_70007"
"Chrysosplenol D;5,3',4'-Trihydroxy-3,6,7-trimethoxyflavone;Quercetagetin 3,6,7-Trimethyl ether;2-(3,4-dihydroxyphenyl)-5-hydroxy-3,6,7-trimethoxy-4H-1-benzopyran-4-one","CHEBI_18016"
"5,3',4'-Trihydroxy-3,6,7-trimethoxyflavone","CHEBI_18016"
"Chrysosplenol D","CHEBI_18016"
"Quercetagetin 3,6,7-Trimethyl ether","CHEBI_18016"
"2-(3,4-dihydroxyphenyl)-5-hydroxy-3,6,7-trimethoxy-4H-1-benzopyran-4-one","CHEBI_18016"
"Hirsutrin;Isoquercetin;Isoquercetrin;(-)-Isoquercetrin;Quercetin 3-O-beta-D-glucopyranoside;Quercetin 3-O-beta-D-glucoside;Quercetin 3-glucoside;Quercetin-3-O-beta-D-glucopyranoside;(-)-Quercetin-3-O-beta-D-glucopyranoside;Isoquercitrin","CHEBI_68352"
"(-)-Isoquercetrin","CHEBI_68352"
"(-)-Quercetin-3-O-beta-D-glucopyranoside","CHEBI_68352"
"Hirsutrin","CHEBI_68352"
"Isoquercetin","CHEBI_68352"
"Isoquercetrin","CHEBI_68352"
"Isoquercitrin","CHEBI_68352"
"Quercetin 3-O-beta-D-glucopyranoside","CHEBI_68352"
"Quercetin 3-O-beta-D-glucoside","CHEBI_68352"
"Quercetin 3-glucoside","CHEBI_68352"
"Quercetin-3-O-beta-D-glucopyranoside","CHEBI_68352"
"Myricitrin;Myricetin 3-O-alpha-L-rhamnopyranoside;Myricetin 3-O-alpha-L-rhamnoside;Myricetin 3-O-rhamnoside","CHEBI_70082"
"Myricetin 3-O-alpha-L-rhamnopyranoside","CHEBI_70082"
"Myricetin 3-O-alpha-L-rhamnoside","CHEBI_70082"
"Myricetin 3-O-rhamnoside","CHEBI_70082"
"Myricitrin","CHEBI_70082"
"Isoorientin 2''-O-glucopyranoside;Meloside L","CHEBI_131779"
"Isoorientin 2''-O-glucopyranoside","CHEBI_131779"
"Meloside L","CHEBI_131779"
"Vicenin 2;Apigenin 6,8-di-C-glucoside","CHEBI_69814"
"Apigenin 6,8-di-C-glucoside","CHEBI_69814"
"Vicenin 2","CHEBI_69814"
"Isoscoparin 2''-(6-(E)-ferulylglucoside)","CHEBI_131831"
"Glucoiberin;3-Methylsulfinylpropyl glucosinolate","CHEBI_5406"
"3-Methylsulfinylpropyl glucosinolate","CHEBI_5406"
"Glucoiberin","CHEBI_5406"
"Glucoerucin;4-Methylthiobutyl glucosinolate","CHEBI_79325"
"4-Methylthiobutyl glucosinolate","CHEBI_79325"
"Glucoerucin","CHEBI_79325"
"Sulfuretin;Sulphuretin;6,3',4'-Trihydroxyaurone","CHEBI_9355"
"6,3',4'-Trihydroxyaurone","CHEBI_9355"
"Sulfuretin","CHEBI_9355"
"Sulphuretin","CHEBI_9355"
"Calycosin;Cyclosin;3'-Hydroxyformononetin","CHEBI_17793"
"3'-Hydroxyformononetin","CHEBI_17793"
"Calycosin","CHEBI_17793"
"Cyclosin","CHEBI_17793"
"(-)-Isocaryophyllene;Isocaryophyllene;(Z)-Caryophyllene;gamma-Caryophyllen;cis-Caryophyllene","CHEBI_5993"
"(-)-Isocaryophyllene","CHEBI_5993"
"(Z)-Caryophyllene","CHEBI_5993"
"Isocaryophyllene","CHEBI_5993"
"cis-Caryophyllene","CHEBI_5993"
"gamma-Caryophyllen","CHEBI_5993"
"Tricin;5,7,4'-Trihydroxy-3',5'-dimethoxyflavone;5,7-Dihydroxy-2-(4-hydroxy-3,5-dimethoxyphenyl)-4H-1-benzopyran-4-one","CHEBI_59979"
"5,7,4'-Trihydroxy-3',5'-dimethoxyflavone","CHEBI_59979"
"5,7-Dihydroxy-2-(4-hydroxy-3,5-dimethoxyphenyl)-4H-1-benzopyran-4-one","CHEBI_59979"
"Tricin","CHEBI_59979"
"CirsilineolAnisomelin;Eupatrin;Fastigenin;5,4'-Dihydroxy-6,7,3'-trimethoxyflavone","CHEBI_3718"
"5,4'-Dihydroxy-6,7,3'-trimethoxyflavone","CHEBI_3718"
"CirsilineolAnisomelin","CHEBI_3718"
"Eupatrin","CHEBI_3718"
"Fastigenin","CHEBI_3718"
"Lycoramine;1,2-Dihydrogalanthamine;Dihydrogalanthamine","CHEBI_31789"
"1,2-Dihydrogalanthamine","CHEBI_31789"
"Dihydrogalanthamine","CHEBI_31789"
"Lycoramine","CHEBI_31789"
"Chelerythrine","CHEBI_78373"
"N-Methyltyramine","CHEBI_17458"
"(E)-beta-Ocimene;E-beta-Ocimene;beta-Ocimene","CHEBI_64280"
"(E)-beta-Ocimene","CHEBI_64280"
"E-beta-Ocimene","CHEBI_64280"
"beta-Ocimene","CHEBI_64280"
"Octadecane","CHEBI_32926"
"Astragaloside II","CHEBI_91026"
